본부,지사,노선명,방향,시설구분,시설물명,세부시설1,세부시설2,곡선반경,시점,종점,연장,설치차로,설치연도,포장형식,방향구분,규격,비고,연장총합
전북본부,진안지사,완주장수선,완주,본선,,직선부,,0.000,29.400,29.600,0.200,2,2007,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,직선부,,0.000,29.400,29.600,0.200,1,2007,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,곡선부,,1200.000,22.600,23.100,0.500,2,2007,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,곡선부,,1200.000,22.600,23.100,0.500,1,2007,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,장수,IC,장수,TG광장부,,0.000,58.808,58.808,0.000,1,2007,콘크리트,횡방향,100*8*1000,,4646.7070
전북본부,진안지사,완주장수선,장수,IC,진안,TG광장부,,0.000,43.120,43.120,0.000,1,2007,콘크리트,횡방향,100*8*1000,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,직선부,,0.000,54.000,54.200,0.200,2,2008,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,직선부,,0.000,54.000,54.200,0.200,1,2008,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,곡선부,,2130.000,41.600,42.100,0.500,2,2008,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,곡선부,,2130.000,41.600,42.100,0.500,1,2008,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,장수,IC,장수,TG광장부,,0.000,58.808,58.808,0.000,1,2007,콘크리트,횡방향,100*8*1000,,4646.7070
전북본부,진안지사,완주장수선,장수,IC,소양,TG광장부,,0.000,16.520,16.520,0.000,2,2007,콘크리트,횡방향,100*8*1000,,4646.7070
전북본부,진안지사,완주장수선,장수,IC,소양,TG광장부,,0.000,16.520,16.520,0.000,1,2007,콘크리트,횡방향,100*8*1000,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,곡선부,,2000.000,26.000,26.300,0.300,2,2010,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,곡선부,,2000.000,26.000,26.300,0.300,1,2010,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,완주,IC,소양,램프(A~J),,3000.000,0.280,0.880,0.600,1,2008,콘크리트,횡방향,9*4*40,,4646.7070
전북본부,진안지사,완주장수선,장수,IC,진안,TG광장부,,0.000,43.120,43.120,0.000,1,2007,콘크리트,횡방향,100*8*1000,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,곡선부,,1250.000,24.400,25.300,0.900,2,2007,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,장수,IC,소양,TG광장부,,0.000,16.520,16.520,0.000,1,2007,콘크리트,횡방향,100*8*1000,,4646.7070
전북본부,진안지사,완주장수선,완주,본선,,곡선부,,1250.000,24.400,25.300,0.900,1,2007,콘크리트,종방향,9*4*50,,4646.7070
전북본부,진안지사,완주장수선,장수,IC,소양,TG광장부,,0.000,16.520,16.520,0.000,2,2007,콘크리트,횡방향,100*8*1000,,4646.7070
전북본부,논산지사,완주장수선,장수,IC,완주,TG광장부,,0.000,7.600,7.600,0.000,1,2008,콘크리트,횡방향,100×10×800,하이패스 차로만 설치,4646.7070
광주전남본부,광주지사,광주대구선,광주,JCT,고서,램프,,500.000,0.010,0.034,0.024,2,2009,아스팔트,종방향,4×4×30,,4646.7070
광주전남본부,광주지사,광주대구선,광주,JCT,고서,램프,,500.000,0.010,0.034,0.024,1,2009,아스팔트,종방향,4×4×30,,4646.7070
광주전남본부,광주지사,광주대구선,대구,JCT,고서,램프,,600.000,0.010,0.034,0.024,2,2009,콘크리트,종방향,4×4×30,,4646.7070
광주전남본부,광주지사,광주대구선,대구,JCT,고서,램프,,600.000,0.010,0.034,0.024,1,2009,콘크리트,종방향,4×4×30,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,600.000,105.200,105.500,0.300,1,2013,아스팔트,종방향,3x3x18,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,650.000,156.390,156.590,0.200,1,2013,아스팔트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,400.000,138.900,139.200,0.300,1,2013,아스팔트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,400.000,154.000,154.200,0.200,1,2013,아스팔트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,400.000,128.450,128.700,0.250,1,2013,아스팔트,횡방향,30x4x130,,4646.7070
광주전남본부,광주지사,광주대구선,대구,IC,담양,TG광장부,,0.000,6.600,6.600,0.000,1,2009,콘크리트,횡방향,5×100×1100,,4646.7070
광주전남본부,광주지사,광주대구선,대구,JCT,고서,램프,,480.000,0.110,0.150,0.040,2,2009,콘크리트,종방향,4×4×30,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,직선부,,0.000,163.100,163.350,0.250,1,2013,아스팔트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,대구,IC,고령,TG광장부,,0.000,159.520,159.520,0.000,4,2005,콘크리트,횡방향,100X8X195,,4646.7070
대구경북본부,고령지사,광주대구선,대구,IC,고령,TG광장부,,0.000,159.520,159.520,0.000,2,2005,콘크리트,횡방향,100X8X195,,4646.7070
대구경북본부,고령지사,광주대구선,광주,IC,고령,TG광장부,,0.000,159.520,159.520,0.000,2,2005,콘크리트,횡방향,100X8X195,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,178.550,179.350,0.800,3,2007,콘크리트,횡방향,30X4X130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,IC,고령,TG광장부,,0.000,159.520,159.520,0.000,1,2005,콘크리트,횡방향,100X8X195,,4646.7070
대구경북본부,고령지사,광주대구선,대구,IC,고령,TG광장부,,0.000,159.520,159.520,0.000,1,2005,콘크리트,횡방향,100X8X195,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,직선부,,0.000,130.800,131.000,0.200,1,2013,아스팔트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,대구,IC,고령,TG광장부,,0.000,159.520,159.520,0.000,3,2005,콘크리트,횡방향,100X8X195,,4646.7070
광주전남본부,광주지사,광주대구선,대구,IC,담양,TG광장부,,0.000,6.600,6.600,0.000,1,2009,콘크리트,횡방향,5×100×1100,,4646.7070
광주전남본부,광주지사,광주대구선,대구,JCT,고서,램프,,480.000,0.110,0.150,0.040,1,2009,콘크리트,종방향,4×4×30,,4646.7070
광주전남본부,남원지사,광주대구선,대구,본선,,곡선부,,450.000,29.100,29.500,0.400,1,2009,아스팔트,종방향,9×4×50,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,400.000,113.100,113.420,0.320,1,2005,콘크리트,종방향,4X4X30,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,178.550,179.350,0.800,2,2007,콘크리트,횡방향,30X4X130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,178.550,179.350,0.800,1,2007,콘크리트,횡방향,30X4X130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,178.080,178.160,0.080,3,2007,콘크리트,횡방향,30X4X130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,178.080,178.160,0.080,2,2007,콘크리트,횡방향,30X4X130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,178.080,178.160,0.080,1,2007,콘크리트,횡방향,30X4X130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,176.300,176.600,0.300,3,2012,콘크리트,횡방향,30X4X130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,500.000,151.400,152.000,0.600,1,2005,콘크리트,종방향,4x4x30,,4646.7070
광주전남본부,남원지사,광주대구선,대구,본선,,곡선부,,1000.000,77.300,77.600,0.300,1,2008,아스팔트,종방향,9×4×50,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,직선부,,0.000,119.950,120.400,0.450,1,2005,콘크리트,종방향,4X4X30,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,300.000,139.650,140.000,0.350,1,2005,콘크리트,종방향,4X4X30,,4646.7070
광주전남본부,남원지사,광주대구선,광주,본선,,곡선부,,550.000,92.400,92.800,0.400,1,2008,아스팔트,종방향,9×4×50,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,250.000,129.000,129.250,0.250,1,2012,콘크리트,종방향,3X3X18,,4646.7070
광주전남본부,남원지사,광주대구선,광주,본선,,곡선부,,230.000,73.200,73.600,0.400,1,2010,아스팔트,종방향,9×4×50,,4646.7070
광주전남본부,남원지사,광주대구선,광주,본선,,곡선부,,500.000,69.200,69.400,0.200,1,2007,아스팔트,종방향,9×4×50,,4646.7070
광주전남본부,남원지사,광주대구선,광주,본선,,곡선부,,600.000,60.200,60.400,0.200,1,2007,아스팔트,종방향,9×4×50,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,300.000,123.780,124.000,0.220,1,2005,콘크리트,종방향,4X4X30,,4646.7070
광주전남본부,남원지사,광주대구선,광주,본선,,곡선부,,600.000,36.700,37.000,0.300,1,2009,콘크리트,횡방향,3×3×18,,4646.7070
광주전남본부,남원지사,광주대구선,대구,본선,,곡선부,,250.000,84.900,85.100,0.200,1,2008,아스팔트,종방향,9×4×50,,4646.7070
광주전남본부,남원지사,광주대구선,대구,본선,,곡선부,,282.000,83.600,84.100,0.500,1,2008,아스팔트,종방향,9×4×50,,4646.7070
광주전남본부,남원지사,광주대구선,대구,본선,,곡선부,,500.000,52.600,52.800,0.200,1,2009,아스팔트,종방향,9×4×50,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,600.000,118.460,118.800,0.340,1,2005,콘크리트,종방향,4X4X30,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,176.300,176.600,0.300,2,2012,콘크리트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,176.300,176.600,0.300,1,2012,콘크리트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,직선부,,0.000,176.050,176.100,0.050,3,2012,아스팔트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,178.150,179.300,1.150,3,2008,콘크리트,종방향,4x4x30,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,178.150,179.300,1.150,2,2008,콘크리트,종방향,4x4x30,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,700.000,178.150,179.300,1.150,1,2008,콘크리트,종방향,4x4x30,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,430.000,163.400,163.900,0.500,1,2005,콘크리트,종방향,4x4x30,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,400.000,154.490,154.850,0.360,1,2005,콘크리트,종방향,4x4x30,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,300.000,123.780,124.000,0.220,1,2005,콘크리트,종방향,4x4x30,,4646.7070
대구경북본부,고령지사,광주대구선,광주,본선,,곡선부,,400.000,103.500,103.760,0.260,1,2005,콘크리트,종방향,4x4x30,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,700.000,174.940,175.080,0.140,3,2007,아스팔트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,700.000,174.940,175.080,0.140,2,2007,아스팔트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,700.000,174.940,175.080,0.140,1,2007,아스팔트,횡방향,30x4x130,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,250.000,141.100,141.400,0.300,1,2005,콘크리트,종방향,4x4x30,,4646.7070
대구경북본부,고령지사,광주대구선,대구,본선,,곡선부,,300.000,140.600,140.800,0.200,1,2008,콘크리트,종방향,4x4x30,,4646.7070
서울경기본부,군포지사,영동선,강릉,,,직선부,,,14.440,140440.000,0.005,,,콘크리트,횡방향,,9X4X40,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,700.000,129.500,129.600,0.100,2,2013,콘크리트,횡방향,30*4*130,,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,700.000,129.500,129.600,0.100,1,2013,콘크리트,횡방향,30*4*130,,4646.7070
강원본부,원주지사,영동선,강릉,IC,원주,램프(A~J),,0.000,0.400,0.470,0.070,1,2013,콘크리트,횡방향,30*4*130,,4646.7070
강원본부,원주지사,영동선,강릉,IC,둔내,TG광장부,,0.000,160.000,160.000,0.000,1,2007,콘크리트,횡방향,100*8*1000,하이패스 차로만 설치,4646.7070
강원본부,원주지사,영동선,강릉,IC,원주,TG광장부,,0.000,130.200,130.200,0.000,1,2007,콘크리트,횡방향,100*8*1000,하이패스 차로만 설치,4646.7070
강원본부,원주지사,영동선,강릉,IC,둔내,램프(A~J),,150.000,0.100,0.200,0.100,1,2007,콘크리트,횡방향,30*4*130,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,직선부,,0.000,101.000,101.120,0.120,2,2007,콘크리트,횡방향,30*4*130,강천터널 전후,4646.7070
강원본부,원주지사,영동선,강릉,본선,,직선부,,0.000,101.000,101.120,0.120,1,2007,콘크리트,횡방향,30*4*130,강천터널 전후,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,2000.000,124.600,124.700,0.100,2,2007,아스팔트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,2000.000,124.600,124.700,0.100,1,2007,아스팔트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,800.000,156.300,156.600,0.300,2,2008,아스팔트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,800.000,156.300,156.600,0.300,1,2008,아스팔트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,1100.000,153.800,155.300,1.500,2,2007,아스팔트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,1100.000,153.800,155.300,1.500,1,2007,아스팔트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,2000.000,124.400,124.600,0.200,2,2007,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,2000.000,124.400,124.600,0.200,1,2007,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,710.000,104.300,104.750,0.450,2,2007,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,710.000,104.300,104.750,0.450,1,2007,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,직선부,,0.000,126.200,126.800,0.600,2,2007,콘크리트,종방향,4*4*30,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,직선부,,0.000,126.200,126.800,0.600,1,2007,콘크리트,종방향,4*4*30,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,직선부,,0.000,104.500,104.700,0.200,2,2008,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,직선부,,0.000,104.500,104.700,0.200,1,2008,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,IC,새말,TG광장부,,0.000,142.900,142.900,0.000,1,2007,콘크리트,횡방향,100*8*1000,하이패스 차로만 설치,4646.7070
강원본부,원주지사,영동선,강릉,IC,새말,TG광장부,,0.000,142.900,142.900,0.000,1,2007,콘크리트,횡방향,100*8*1000,하이패스 차로만 설치,4646.7070
강원본부,원주지사,영동선,강릉,IC,원주,TG광장부,,0.000,130.200,130.200,0.000,3,2007,콘크리트,횡방향,100*8*1000,하이패스 차로만 설치,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,710.000,103.600,103.720,0.120,2,2007,아스팔트,횡방향,30*4*130,강천터널 전후,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,710.000,103.600,103.720,0.120,1,2007,아스팔트,횡방향,30*4*130,강천터널 전후,4646.7070
강원본부,원주지사,영동선,인천,IC,문막,램프(A~J),,210.000,0.120,0.220,0.100,1,2012,아스팔트,횡방향,30*4*130,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,1000.000,125.450,125.850,0.400,2,2007,콘크리트,종방향,4*4*30,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,1000.000,125.450,125.850,0.400,1,2007,콘크리트,종방향,4*4*30,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,800.000,124.800,125.000,0.200,2,2008,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,800.000,124.800,125.000,0.200,1,2008,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,800.000,121.150,121.400,0.250,2,2007,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,곡선부,,800.000,121.150,121.400,0.250,1,2007,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,직선부,,0.000,143.700,143.800,0.100,2,2013,콘크리트,횡방향,30*4*130,,4646.7070
강원본부,원주지사,영동선,강릉,본선,,직선부,,0.000,143.700,143.800,0.100,1,2013,콘크리트,횡방향,30*4*130,,4646.7070
강원본부,원주지사,영동선,강릉,IC,둔내,TG광장부,,0.000,160.000,160.000,0.000,1,2007,콘크리트,횡방향,100*8*1000,하이패스 차로만 설치,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,2000.000,124.900,125.100,0.200,2,2008,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,2000.000,124.900,125.100,0.200,1,2008,콘크리트,종방향,9*4*50,,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,1200.000,113.900,114.000,0.100,2,2007,콘크리트,종방향,4*4*30,,4646.7070
강원본부,원주지사,영동선,인천,본선,,곡선부,,1200.000,113.900,114.000,0.100,1,2007,콘크리트,종방향,4*4*30,,4646.7070
서울경기본부,군포지사,영동선,강릉,본선TG,군자영업소,TG광장부,,0.000,10.540,10.545,0.005,3,2008,콘크리트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,본선TG,군자영업소,TG광장부,,0.000,10.540,10.545,0.005,2,2008,콘크리트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,본선TG,군자영업소,TG광장부,,0.000,10.540,10.545,0.005,1,2008,콘크리트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,안산,TG광장부,,0.000,15.870,15.875,0.005,2,2008,콘크리트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,안산,TG광장부,,0.000,15.870,15.875,0.005,1,2008,콘크리트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,군포,TG광장부,,0.000,24.420,24.425,0.005,2,2008,콘크리트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,군포,TG광장부,,0.000,24.420,24.425,0.005,1,2008,콘크리트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,인천,본선,,곡선부,,1996.000,29.850,30.000,0.150,3,2007,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,인천,본선,,곡선부,,1996.000,29.850,30.000,0.150,2,2007,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,인천,본선,,곡선부,,1996.000,29.850,30.000,0.150,1,2007,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,강릉,JCT,신갈,램프,,225.000,0.160,0.380,0.220,2,2012,아스팔트,종방향,3×3×18,,4646.7070
서울경기본부,군포지사,영동선,강릉,JCT,신갈,램프,,225.000,0.160,0.380,0.220,1,2012,아스팔트,종방향,3×3×18,,4646.7070
서울경기본부,군포지사,영동선,강릉,JCT,안산,램프,,180.000,0.060,0.480,0.420,2,2012,아스팔트,종방향,3×3×18,,4646.7070
서울경기본부,군포지사,영동선,인천,JCT,안산,램프,,236.000,0.180,0.720,0.540,2,2012,아스팔트,종방향,3×3×18,,4646.7070
서울경기본부,군포지사,영동선,인천,JCT,신갈,램프,,177.000,0.760,1.020,0.260,2,2008,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,인천,JCT,신갈,램프,,177.000,0.760,1.020,0.260,1,2008,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,6,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,5,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,4,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,3,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,2,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,1,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,본선,,곡선부,,800.000,9.880,10.240,0.360,3,2007,아스팔트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,강릉,본선,,곡선부,,800.000,9.880,10.240,0.360,2,2007,아스팔트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,강릉,본선,,곡선부,,800.000,9.880,10.240,0.360,1,2007,아스팔트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,강릉,본선,,곡선부,,1995.000,30.000,30.150,0.150,3,2004,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,강릉,본선,,곡선부,,1995.000,30.000,30.150,0.150,2,2004,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,강릉,본선,,곡선부,,1995.000,30.000,30.150,0.150,1,2004,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,서안산,램프(A~J),,240.000,0.275,1.133,0.858,3,2013,아스팔트,종방향,3×3×18,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,서안산,램프(A~J),,240.000,0.275,1.133,0.858,2,2013,아스팔트,종방향,3×3×18,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,서안산,램프(A~J),,240.000,0.275,1.133,0.858,1,2013,아스팔트,종방향,3×3×18,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,마성,TG광장부,,0.000,48.410,48.415,0.005,1,2011,아스팔트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,마성,TG광장부,,0.000,48.410,48.415,0.005,4,2011,아스팔트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,마성,TG광장부,,0.000,48.410,48.415,0.005,1,2011,아스팔트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,군포,TG광장부,,0.000,24.420,24.425,0.005,1,2008,콘크리트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,부곡,TG광장부,,0.000,27.960,27.965,0.005,1,2008,콘크리트,횡방향,100×8×1000,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,북수원,TG광장부,,0.000,30.800,30.805,0.005,6,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,북수원,TG광장부,,0.000,30.800,30.805,0.005,5,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,북수원,TG광장부,,0.000,30.800,30.805,0.005,4,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,북수원,TG광장부,,0.000,30.800,30.805,0.005,3,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,북수원,TG광장부,,0.000,30.800,30.805,0.005,2,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,북수원,TG광장부,,0.000,30.800,30.805,0.005,1,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~9차로,4646.7070
서울경기본부,군포지사,영동선,인천,본선,,곡선부,,1995.000,30.000,30.150,0.150,3,2004,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,인천,본선,,곡선부,,1995.000,30.000,30.150,0.150,2,2004,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,인천,본선,,곡선부,,1995.000,30.000,30.150,0.150,1,2004,콘크리트,종방향,9×4×50,,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,북수원,TG광장부,,0.000,30.800,30.805,0.005,1,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~7차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,6,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~7차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,5,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~7차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,4,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~7차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,3,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~7차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,2,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~7차로,4646.7070
서울경기본부,군포지사,영동선,강릉,IC,동수원,TG광장부,,0.000,36.890,36.895,0.005,1,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~7차로,4646.7070
서울경기본부,군포지사,영동선,강릉,본선TG,군자영업소,TG광장부,,0.000,10.540,10.545,0.005,6,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~17차로,4646.7070
서울경기본부,군포지사,영동선,강릉,본선TG,군자영업소,TG광장부,,0.000,10.540,10.545,0.005,5,2008,콘크리트,횡방향,100×8×1000,설치차로 : 1~17차로,4646.7070
