노선번호,노선명,도,시군구,읍면동,출입시설,준공년도
제400호,수도권제2순환선(봉담송산),경기도,화성시,마도면,마도JCT,2021
제700호,대구외곽순환선,대구광역시,달서구,대천동,달서IC,2022
제700호,대구외곽순환선,대구광역시,달성군,다사읍,다사IC,2022
제700호,대구외곽순환선,대구광역시,달성군,다사읍,북달성TG,2022
제700호,대구외곽순환선,대구광역시,달성군,다사읍 ,북다사IC,2022
제700호,대구외곽순환선,경상북도,칠곡군,지천면,칠곡JCT,2022
제700호,대구외곽순환선,경상북도,칠곡군,지천면,남칠곡TG,2022
제700호,대구외곽순환선,경상북도,칠곡군,지천면,지천IC,2022
제700호,대구외곽순환선,대구광역시,북구,동호동,동명동호IC/JCT,2022
제700호,대구외곽순환선,대구광역시 ,북구,서변동,서변IC,2022
제700호,대구외곽순환선,대구광역시 ,북구,연경동,연경TG,2022
제700호,대구외곽순환선,대구광역시 ,동구,지묘동,파군재IC,2022
제700호,대구외곽순환선,대구광역시 ,동구,둔산동,둔산IC,2022
제700호,대구외곽순환선,대구광역시 ,동구,둔산동,상매JCT,2022
제700호,대구외곽순환선,대구광역시 ,동구,상매동,율암TG,2022
제400호,수도권제2순환선(이천오산),경기도,화성시,방교동,동탄JCT,2022
제400호,수도권제2순환선(이천오산),경기도,화성시,중동,동탄IC,2022
제400호,수도권제2순환선(이천오산),경기도,용인시,삼가동,서용인IC,2022
제400호,수도권제2순환선(이천오산),경기도,용인시,포곡읍,서용인JCT,2022
제400호,수도권제2순환선(이천오산),경기도,용인시,포곡읍,포곡IC,2022
제400호,수도권제2순환선(이천오산),경기도,용인시,양지면,북용인JCT,2022
제400호,수도권제2순환선(이천오산),경기도,광주시,도척면,도척IC,2022
제400호,수도권제2순환선(이천오산),경기도,광주시,도척면,곤지암JCT,2022
제500호,광주외곽순환선,광주광역시,광산구,산수동,남광산IC,2022
제500호,광주외곽순환선,광주광역시,광산구,산막동,남광산TG,2022
제500호,광주외곽순환선,전라남도,장성군,남면,남장성IC,2022
제500호,광주외곽순환선,전라남도,장성군,남면,남장성JCT,2022
제400호,수도권제2순환선(시화MTV),경기도,안산시,성곡동,남안산JCT,2023
제400호,수도권제2순환선(시화MTV),경기도,시흥시 ,정왕동,시화IC,2023
