"SUM_YRMTH","VDS_CD","COCT_CD","TRFFCVLM","OCCPNCY","SPD_AVG","NMLT_CSCNT","REVISN_CSCNT","LAST_CHANGE_DAYHMINSEC"
"202503","0450VDS17500","1","716676","5.35","90.97","89276","4","20250401083008"
"202503","0450VDS17600","1","757290","4.87","96.21","89270","10","20250401083008"
"202503","0450VDS17700","1","759280","4.71","99.10","89269","11","20250401083008"
"202503","0450VDS17800","1","759810","4.48","100.71","89260","20","20250401083008"
"202503","0450VDS17900","1","758523","4.51","101.68","89254","26","20250401083008"
"202503","0450VDS17951","1","756302","4.68","101.70","89255","25","20250401083008"
"202503","0450VDS18000","1","757552","4.68","96.70","89255","25","20250401083008"
"202503","0450VDS18100","1","759736","5.00","97.57","89266","14","20250401083008"
"202503","0450VDS18200","1","757818","4.91","95.54","89264","16","20250401083008"
"202503","0450VDS18300","1","748734","6.35","88.02","89276","4","20250401083008"
"202503","0450VDS18400","1","760567","5.06","95.93","89275","5","20250401083008"
"202503","0450VDS18500","1","731648","7.05","114.18","89226","54","20250401083008"
"202503","0450VDS18600","1","756688","4.70","94.41","88855","425","20250401083008"
"202503","0450VDS18700","1","436523","4.84","103.30","89100","180","20250401083008"
"202503","0450VDS18800","1","815657","4.88","99.61","89275","5","20250401083008"
"202503","0450VDS18900","1","454846","5.05","109.50","89276","4","20250401083008"
"202503","0450VDS19000","1","782571","5.36","98.90","89247","33","20250401083008"
"202503","0450VDS19100","1","399893","4.46","107.95","89258","22","20250401083008"
"202503","0450VDS19200","1","828639","4.87","104.76","89275","5","20250401083008"
"202503","0450VDS19400","1","508188","2.77","103.92","89204","76","20250401083008"
"202503","0450VDS19500","1","910253","6.34","93.44","89272","8","20250401083008"
"202503","0450VDS19550","1","941647","4.31","89.98","89280","0","20250401083008"
"202503","0450VDS19560","1","299","4.44","73.26","77753","2180","20250401083008"
"202503","0450VDS19600","1","899275","6.00","97.33","89275","5","20250401083008"
"202503","0450VDS19700","1","892391","10.67","102.58","89276","4","20250401083008"
"202503","0450VDS19800","1","867237","6.62","96.84","89062","218","20250401083008"
"202503","0450VDS19900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0450VDS20000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0450VDS20100","1","386865","5.79","99.70","89256","24","20250401083008"
"202503","0450VDS20200","1","922788","5.69","102.31","88988","292","20250401083008"
"202503","0450VDS20300","1","862446","7.22","112.05","89272","8","20250401083008"
"202503","0450VDS20400","1","650961","9.03","126.23","89217","63","20250401083008"
"202503","0450VDS20500","1","859190","5.60","94.49","89273","7","20250401083008"
"202503","0450VDS20600","1","467576","7.79","83.35","89273","7","20250401083008"
"202503","0450VDS20700","1","968079","6.46","99.49","89274","6","20250401083008"
"202503","0450VDS20800","1","1014043","5.91","101.56","89272","8","20250401083008"
"202503","0450VDS20900","1","944170","5.35","103.06","88803","477","20250401083008"
"202503","0450VDS21000","1","550016","6.21","102.47","89150","130","20250401083008"
"202503","0450VDS21100","1","904913","6.76","100.73","89272","8","20250401083008"
"202503","0450VDS21200","1","944220","5.63","95.26","77745","2188","20250401083008"
"202503","0450VDS21300","1","628048","8.01","90.01","89253","27","20250401083008"
"202503","0450VDS21400","1","921718","8.95","84.49","89276","4","20250401083008"
"202503","0450VDS21500","1","995445","8.10","88.69","89275","5","20250401083008"
"202503","0450VDS21600","1","926345","7.16","93.66","89276","4","20250401083008"
"202503","0450VDS21700","1","973984","7.14","93.11","89274","6","20250401083008"
"202503","0450VDS21800","1","1041250","8.87","101.67","89275","5","20250401083008"
"202503","0450VDS21900","1","1043299","8.39","96.71","89275","5","20250401083008"
"202503","0450VDS22000","1","22","18.88","86.14","89276","4","20250401083008"
"202503","0450VDS22100","1","1032510","9.61","91.91","89276","4","20250401083008"
"202503","0450VDS22200","1","752191","5.63","90.87","89275","5","20250401083008"
"202503","0450VDS22300","1","946088","7.39","86.64","89276","4","20250401083008"
"202503","0450VDS22400","1","1085105","8.10","93.90","89274","6","20250401083008"
"202503","0450VDS22500","1","965134","6.31","85.21","89275","5","20250401083008"
"202503","0450VDS22600","1","171808","1.43","101.12","88600","680","20250401083008"
"202503","0450VDS22610","1","-1","-1.00","-1.00","30866","39009","20250401083008"
"202503","0450VDS22620","1","-1","-1.00","-1.00","31725","38822","20250401083008"
"202503","0450VDS22650","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0450VDS22800","1","282003","1.63","100.58","87960","839","20250401083008"
"202503","0450VDS22900","1","251137","1.41","104.37","89249","31","20250401083008"
"202503","0450VDS23050","1","288013","2.42","99.74","88435","694","20250401083008"
"202503","0450VDS23100","1","238482","1.70","99.57","87710","1570","20250401083008"
"202503","0450VDS23110","1","2560","1.82","109.03","42417","43122","20250401083008"
"202503","0450VDS23120","1","2433","2.09","106.36","45056","42664","20250401083008"
"202503","0450VDS23300","1","294944","1.75","104.88","89243","37","20250401083008"
"202503","0450VDS23400","1","316538","1.67","97.91","88431","849","20250401083008"
"202503","0450VDS23550","1","375006","2.11","101.61","86549","2564","20250401083008"
"202503","0450VDS23600","1","376881","1.70","98.74","87361","1919","20250401083008"
"202503","0450VDS23700","1","327411","2.48","97.52","88147","972","20250401083008"
"202503","0450VDS23900","1","316443","1.74","98.69","88194","1086","20250401083008"
"202503","0450VDS24050","1","-1","-1.00","-1.00","32886","36174","20250401083008"
"202503","0450VDS24060","1","-1","-1.00","-1.00","35257","33878","20250401083008"
"202503","0450VDS24200","1","251770","2.35","102.42","88490","720","20250401083008"
"202503","0450VDS24300","1","327368","2.24","101.45","89049","231","20250401083008"
"202503","0450VDS24500","1","320724","2.30","92.67","89280","0","20250401083008"
"202503","0450VDS24501","1","319676","2.69","90.36","89190","48","20250401083008"
"202503","0450VDS24502","1","319725","2.54","98.71","89231","32","20250401083008"
"202503","0450VDS24503","1","318421","2.50","100.26","89190","45","20250401083008"
"202503","0450VDS24504","1","320824","2.41","103.05","89197","66","20250401083008"
"202503","0450VDS24505","1","313048","2.03","94.29","89177","45","20250401083008"
"202503","0450VDS24506","1","319891","2.56","97.56","89084","108","20250401083008"
"202503","0450VDS24507","1","320010","2.45","97.56","89256","24","20250401083008"
"202503","0450VDS24700","1","381396","2.45","97.69","87293","1776","20250401083008"
"202503","0450VDS24800","1","321738","2.49","96.67","88139","937","20250401083008"
"202503","0450VDS25000","1","270955","2.32","99.29","88133","950","20250401083008"
"202503","0450VDS25100","1","291267","2.23","97.08","89207","73","20250401083008"
"202503","0450VDS25250","1","-1","-1.00","-1.00","56345","32444","20250401083008"
"202503","0450VDS25300","1","276558","2.37","100.31","82876","1341","20250401083008"
"202503","0500VDE00100","1","1927549","7.53","79.00","85711","3569","20250401083008"
"202503","0500VDE00200","1","1954818","12.16","78.15","84039","3554","20250401083008"
"202503","0500VDE00300","1","1883061","15.25","77.13","87571","22","20250401083008"
"202503","0500VDE00400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE00500","1","1135904","2.78","90.15","77749","11530","20250401083008"
"202503","0500VDE00700","1","1035131","2.64","90.94","73772","15508","20250401083008"
"202503","0500VDE00800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE00900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE00950","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE00951","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE01000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE01100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE01150","1","8022","0.27","74.46","215","269","20250401083008"
"202503","0500VDE01200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE01250","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE01251","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE01300","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE01370","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0500VDE01500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0520VDS03800","1","454606","2.87","112.43","70208","0","20250401083008"
"202503","0520VDS03900","1","442914","2.72","108.93","70209","0","20250401083008"
"202503","0520VDS04000","1","452800","2.94","108.98","70209","0","20250401083008"
"202503","0520VDS04100","1","455705","3.18","102.59","70211","0","20250401083008"
"202503","0520VDS04200","1","455129","3.18","101.23","70212","0","20250401083008"
"202503","0520VDS04300","1","-1","-1.00","-1.00","70213","0","20250401083008"
"202503","0520VDS04400","1","440486","3.12","103.14","70217","0","20250401083008"
"202503","0520VDS04500","1","439454","2.98","106.45","70218","0","20250401083008"
"202503","0520VDS04600","1","426413","2.84","104.43","70218","0","20250401083008"
"202503","0520VDS04700","1","438863","2.92","104.14","70220","0","20250401083008"
"202503","0520VDS04800","1","440193","2.94","105.42","70220","0","20250401083008"
"202503","0520VDS04900","1","430378","2.99","103.39","70223","0","20250401083008"
"202503","0520VDS05000","1","440087","3.42","95.65","70225","0","20250401083008"
"202503","0520VDS05100","1","439048","3.42","95.84","70225","0","20250401083008"
"202503","0520VDS05200","1","439366","3.49","94.70","70228","0","20250401083008"
"202503","0520VDS05300","1","439391","3.70","92.29","70226","0","20250401083008"
"202503","0520VDS05400","1","438489","3.50","99.14","70228","0","20250401083008"
"202503","0520VDS05500","1","438110","3.58","100.09","70228","0","20250401083008"
"202503","0520VDS05600","1","425674","3.75","96.63","70231","0","20250401083008"
"202503","0520VDS05700","1","434559","3.31","106.94","70231","0","20250401083008"
"202503","0520VDS05800","1","-1","-1.00","-1.00","70236","0","20250401083008"
"202503","0520VDS05900","1","429610","3.15","99.79","70237","0","20250401083008"
"202503","0520VDS06000","1","180191","1.46","108.57","70237","0","20250401083008"
"202503","0520VDS06100","1","176733","1.38","112.23","70239","0","20250401083008"
"202503","0520VDS06200","1","181833","1.53","101.48","70241","0","20250401083008"
"202503","0550VDE00100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE00200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE00250","1","1098975","36.44","80.15","47513","32806","20250401083008"
"202503","0550VDE00310","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE00400","1","1705698","7.38","77.43","89176","104","20250401083008"
"202503","0550VDE00650","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE00700","1","887361","35.78","82.82","41047","28033","20250401083008"
"202503","0550VDE00750","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE00800","1","662145","3.05","97.66","88912","368","20250401083008"
"202503","0550VDE00900","1","715166","3.01","98.51","88551","718","20250401083008"
"202503","0550VDE01000","1","661543","2.97","98.70","88914","355","20250401083008"
"202503","0550VDE01100","1","664439","3.77","99.66","88666","614","20250401083008"
"202503","0550VDE01200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE01300","1","552349","2.88","104.61","88684","596","20250401083008"
"202503","0550VDE01400","1","549263","2.42","103.23","88700","580","20250401083008"
"202503","0550VDE01500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE01600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE01700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE01800","1","821459","4.11","95.33","88832","448","20250401083008"
"202503","0550VDE01900","1","822967","4.71","84.06","89233","47","20250401083008"
"202503","0550VDE02000","1","830337","4.57","86.11","89191","89","20250401083008"
"202503","0550VDE02100","1","825000","5.30","84.92","89245","35","20250401083008"
"202503","0550VDE02151","1","878449","5.02","84.16","87910","1313","20250401083008"
"202503","0550VDE02152","1","823133","4.73","83.21","88861","419","20250401083008"
"202503","0550VDE02200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE02300","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE02400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE02500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE02600","1","808513","3.60","96.56","88958","322","20250401083008"
"202503","0550VDE02700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE02800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE02900","1","518925","3.19","118.53","36688","50573","20250401083008"
"202503","0550VDE03000","1","646320","2.96","98.67","89094","186","20250401083008"
"202503","0550VDE03200","1","506742","3.05","97.45","67796","389","20250401083008"
"202503","0550VDE03400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE03600","1","677353","3.15","100.15","88789","491","20250401083008"
"202503","0550VDE03700","1","689371","4.29","103.37","88501","779","20250401083008"
"202503","0550VDE03800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE03850","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE04000","1","542698","2.66","98.03","88848","432","20250401083008"
"202503","0550VDE04200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE04400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE04600","1","541834","2.55","98.46","88805","475","20250401083008"
"202503","0550VDE04800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE04900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE05000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE05200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE05400","1","446379","2.26","103.13","88838","442","20250401083008"
"202503","0550VDE05600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE05800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE06000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE06200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE06400","1","395414","2.59","97.53","70880","397","20250401083008"
"202503","0550VDE06500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE06800","1","415227","2.48","97.40","77937","2518","20250401083008"
"202503","0550VDE07000","1","464278","2.47","100.41","86098","460","20250401083008"
"202503","0550VDE07100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE07200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE07400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE07600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE07800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE08000","1","242045","2.11","98.56","89263","17","20250401083008"
"202503","0550VDE08200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE08400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE08500","1","264664","2.25","98.23","89130","150","20250401083008"
"202503","0550VDE08600","1","265197","1.82","108.71","83818","5462","20250401083008"
"202503","0550VDE08700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE08900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE09100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE09200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE09300","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE09500","1","264548","1.74","99.52","81204","6965","20250401083008"
"202503","0550VDE09700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE09900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE10100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE10300","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE10400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE10600","1","258740","1.61","107.17","88332","948","20250401083008"
"202503","0550VDE10700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE10800","1","161250","1.33","103.27","88474","806","20250401083008"
"202503","0550VDE11000","1","185690","1.57","94.01","89213","67","20250401083008"
"202503","0550VDE11200","1","188991","1.51","99.62","88895","385","20250401083008"
"202503","0550VDE11400","1","185013","1.86","99.50","85267","1249","20250401083008"
"202503","0550VDE11600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE11800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE12000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE12100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE12300","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE12400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE12402","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE12406","1","295607","1.84","96.54","89211","69","20250401083008"
"202503","0550VDE12410","1","295600","1.88","97.22","89270","10","20250401083008"
"202503","0550VDE12500","1","297616","1.64","90.57","89245","35","20250401083008"
"202503","0550VDE12700","1","296073","1.79","97.43","88688","592","20250401083008"
"202503","0550VDE12800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE12900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE13100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE13200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE13300","1","274532","2.23","103.13","88756","524","20250401083008"
"202503","0550VDE13500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE13600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE13750","1","259878","1.82","100.48","86055","132","20250401083008"
"202503","0550VDE13900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE14100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE14300","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE14500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE14502","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE14504","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE14506","1","343697","2.51","101.02","88188","1092","20250401083008"
"202503","0550VDE14600","1","213313","2.42","97.73","55293","531","20250401083008"
"202503","0550VDE14800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE14900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE15100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE15300","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE15500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE15700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE15800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE16100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE16200","1","462851","2.64","105.04","88518","762","20250401083008"
"202503","0550VDE16400","1","462739","2.77","97.93","89258","22","20250401083008"
"202503","0550VDE16600","1","456212","2.53","107.11","88019","783","20250401083008"
"202503","0550VDE16800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE16900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE17000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE17200","1","475644","2.90","100.88","87895","976","20250401083008"
"202503","0550VDE17400","1","474653","2.96","91.27","89266","14","20250401083008"
"202503","0550VDE17600","1","474596","2.80","90.68","89276","4","20250401083008"
"202503","0550VDE17800","1","457202","3.29","93.31","89269","11","20250401083008"
"202503","0550VDE18000","1","470706","3.33","92.64","89265","15","20250401083008"
"202503","0550VDE18200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE18400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE18700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE18750","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE18800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE18900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE19000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE19200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE19400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE19500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE19600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE19800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE20000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE20200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE20400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE20600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE20800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE21000","1","226738","0.37","97.71","89156","107","20250401083008"
"202503","0550VDE21200","1","277307","0.41","98.20","89162","102","20250401083008"
"202503","0550VDE21400","1","291088","0.43","97.84","89147","117","20250401083008"
"202503","0550VDE21600","1","280287","0.41","99.63","89067","197","20250401083008"
"202503","0550VDE21800","1","282189","0.41","101.46","89020","244","20250401083008"
"202503","0550VDE22000","1","280943","0.44","95.59","88940","314","20250401083008"
"202503","0550VDE22003","1","296806","0.44","98.12","89047","217","20250401083008"
"202503","0550VDE22007","1","273408","0.40","102.37","88969","295","20250401083008"
"202503","0550VDE22200","1","277347","0.40","94.75","88891","373","20250401083008"
"202503","0550VDE22400","1","279346","0.38","105.44","89183","81","20250401083008"
"202503","0550VDE22500","1","281318","0.42","98.43","88914","350","20250401083008"
"202503","0550VDE22600","1","271370","0.40","99.47","88758","505","20250401083008"
"202503","0550VDE22800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE23000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE23200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE23400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE23500","1","342556","2.16","101.53","88132","824","20250401083008"
"202503","0550VDE23600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE23800","1","272315","1.76","102.49","81962","4957","20250401083008"
"202503","0550VDE24000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE24100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE24200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE24400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE24500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE24700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDE24900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS00100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS00170","1","563533","21.32","84.35","40679","13616","20250401083008"
"202503","0550VDS00200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS00310","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS00400","1","1625734","7.26","79.21","89100","180","20250401083008"
"202503","0550VDS00630","1","683493","17.64","73.62","38135","17491","20250401083008"
"202503","0550VDS00650","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS00750","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS00800","1","639734","2.99","95.62","88882","398","20250401083008"
"202503","0550VDS00900","1","699070","2.92","95.58","88376","904","20250401083008"
"202503","0550VDS01000","1","643716","2.84","95.23","88772","508","20250401083008"
"202503","0550VDS01100","1","641901","3.82","96.67","88612","645","20250401083008"
"202503","0550VDS01200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS01300","1","552825","2.93","105.07","88582","698","20250401083008"
"202503","0550VDS01400","1","553109","2.42","98.96","88663","617","20250401083008"
"202503","0550VDS01500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS01600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS01700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS01800","1","799854","3.68","102.09","88832","448","20250401083008"
"202503","0550VDS01900","1","799778","3.77","93.83","89274","6","20250401083008"
"202503","0550VDS02000","1","799569","3.68","94.39","89271","9","20250401083008"
"202503","0550VDS02100","1","800593","3.60","96.68","89239","41","20250401083008"
"202503","0550VDS02102","1","855139","3.75","95.46","89253","27","20250401083008"
"202503","0550VDS02104","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS02151","1","800391","3.90","94.15","88893","387","20250401083008"
"202503","0550VDS02152","1","800963","4.09","91.92","88846","434","20250401083008"
"202503","0550VDS02200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS02300","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS02400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS02500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS02600","1","777426","3.70","94.88","88850","430","20250401083008"
"202503","0550VDS02700","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS02800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS02900","1","530835","3.28","95.58","88347","864","20250401083008"
"202503","0550VDS03000","1","607272","2.90","98.10","89108","172","20250401083008"
"202503","0550VDS03200","1","272490","2.57","100.67","40256","17771","20250401083008"
"202503","0550VDS03400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS03600","1","653784","3.23","96.78","88769","511","20250401083008"
"202503","0550VDS03700","1","660132","4.18","95.97","88609","610","20250401083008"
"202503","0550VDS03800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS03850","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS04000","1","534197","2.51","104.43","88746","534","20250401083008"
"202503","0550VDS04200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS04400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS04600","1","534283","2.73","96.66","88760","520","20250401083008"
"202503","0550VDS04800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS04900","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS05000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS05200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS05400","1","434472","2.23","102.23","88786","494","20250401083008"
"202503","0550VDS05600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS05800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS06000","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS06200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS06400","1","388170","2.29","106.39","70888","389","20250401083008"
"202503","0550VDS06500","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS06800","1","409475","2.52","98.41","78220","2811","20250401083008"
"202503","0550VDS07000","1","460914","2.17","93.09","85657","894","20250401083008"
"202503","0550VDS07100","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS07200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS07400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS07600","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS07800","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS08000","1","232120","1.92","103.62","89263","17","20250401083008"
"202503","0550VDS08200","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS08400","1","-1","-1.00","-1.00","0","0","20250401083008"
"202503","0550VDS08500","1","181900","1.56","92.38","89130","150","20250401083008"
